gene.id,chr,start,end,length,mean,median,sd,q0,q25,q50,q75,q100
ENSG00000228150.1,chr1,9942922,9949974,7052,NaN,,,,,,,
ENSG00000173614.14,chr1,9943427,9985501,42074,8.35,7,4.27,1,5,7,10,22
ENSG00000202415.1,chr1,9947317,9947636,319,NaN,,,,,,,
ENSG00000283611.2,chr1,9950571,9960787,10216,NaN,,,,,,,
ENSG00000265521.1,chr1,9967380,9967458,78,NaN,,,,,,,
ENSG00000241326.1,chr1,9983140,9984568,1428,9.82,8,4.76,4,6,8,13,22
ENSG00000162444.12,chr1,9997205,10016021,18816,98.14,101,12.12,1,91,101,102,163
ENSG00000130939.20,chr1,10032831,10181239,148408,42.12,42,9.78,1,33,42,48,80
ENSG00000224340.1,chr1,10054444,10054781,337,33,33,0,33,33,33,33,33
ENSG00000233623.2,chr1,10058670,10059648,978,33.09,33,0.28,33,33,33,33,34
ENSG00000201746.1,chr1,10163267,10163374,107,41.51,42,1.06,40,40,42,42,43
ENSG00000054523.18,chr1,10210569,10381603,171034,13.75,14,5.92,1,10,14,16,43
ENSG00000264881.1,chr1,10227717,10227803,86,5,5,0,5,5,5,5,5
ENSG00000199562.1,chr1,10298965,10299072,107,21,21,0,21,21,21,21,21
ENSG00000264501.2,chr1,10306464,10306757,293,18.02,17,2.67,15,15,17,20,22
ENSG00000284735.1,chr1,10381905,10387150,5245,1.56,1,0.83,1,1,1,2,5
ENSG00000284642.1,chr1,10395415,10397432,2017,2.27,2,1.65,1,1,2,3,9
ENSG00000142657.21,chr1,10398591,10420511,21920,490.91,447,151.11,1,392,447,662,750
ENSG00000271989.1,chr1,10429880,10430677,797,1.76,2,0.43,1,2,2,2,2
ENSG00000251503.8,chr1,10430101,10452153,22052,3.78,4,3.26,1,1,4,5,13
ENSG00000175279.22,chr1,10430432,10442808,12376,5.81,4,3.06,1,4,4,6,13
ENSG00000241563.4,chr1,10450030,10451998,1968,1.65,1,0.95,1,1,1,2,5
ENSG00000160049.12,chr1,10456521,10472529,16008,28.22,31,14.17,1,16,31,32,53
ENSG00000203469.2,chr1,10458554,10459338,784,8.66,8,3.16,4,6,8,10,20
ENSG00000142655.13,chr1,10472287,10630758,158471,21.95,24,5.79,2,16,24,26,53
ENSG00000287727.1,chr1,10612221,10616452,4231,16.28,16,0.66,16,16,16,16,19
ENSG00000243267.3,chr1,10616835,10617115,280,16,16,0,16,16,16,16,16
ENSG00000130940.15,chr1,10636603,10796650,160047,3.57,1,3.96,1,1,1,7,33
ENSG00000272078.1,chr1,10639240,10654333,15093,8.83,9,4.07,3,5,9,11,25
ENSG00000225158.2,chr1,10895760,10895998,238,1,1,0,1,1,1,1,1
ENSG00000175262.14,chr1,10946470,10982037,35567,1.14,1,0.5,1,1,1,1,4
ENSG00000215785.2,chr1,10990977,10991797,820,1,1,0,1,1,1,1,1
ENSG00000120948.18,chr1,11012343,11025739,13396,107.79,98,42.89,1,90,98,141,186
ENSG00000277726.4,chr1,11012661,11030528,17867,82.96,92,55.2,1,20,92,134,186
ENSG00000009724.17,chr1,11026522,11047239,20717,3.71,1,6.17,1,1,1,1,42
ENSG00000271895.2,chr1,11029658,11030528,870,20.69,19,9.41,1,15,19,25,42
ENSG00000116649.10,chr1,11054583,11060020,5437,56,48,16.57,2,47,48,63,114
ENSG00000171824.14,chr1,11066617,11099869,33252,54.35,51,18.44,1,46,51,63,165
ENSG00000226849.1,chr1,11068470,11073097,4627,80.75,75,23.7,54,63,75,83.25,165
ENSG00000230337.1,chr1,11099674,11102100,2426,3.43,1,8.97,1,1,1,1,46
ENSG00000198793.13,chr1,11106534,11262551,156017,26.01,25,7.83,1,22,25,30,58
ENSG00000225602.5,chr1,11143897,11149537,5640,29.85,29,2.46,25,29,29,30,48
ENSG00000253086.1,chr1,11152349,11152452,103,11,11,0,11,11,11,11,11
ENSG00000171819.5,chr1,11189354,11195981,6627,23,23,0,23,23,23,23,23
ENSG00000207451.1,chr1,11226253,11226360,107,22.06,22,0.23,22,22,22,22,23
ENSG00000238173.1,chr1,11232962,11233112,150,22,22,0,22,22,22,22,22
ENSG00000120942.14,chr1,11273197,11296049,22852,25.04,41,18.03,1,3,41,41,46
ENSG00000238199.1,chr1,11278615,11279351,736,41.53,41,0.81,41,41,41,42,43
ENSG00000284646.1,chr1,11311733,11319093,7360,NaN,,,,,,,
ENSG00000224338.2,chr1,11425256,11425821,565,NaN,,,,,,,
ENSG00000204624.8,chr1,11479154,11537551,58397,1.23,1,0.42,1,1,1,1,2
ENSG00000285833.1,chr1,11500802,11502016,1214,1,1,0,1,1,1,1,1
ENSG00000235643.2,chr1,11609467,11613358,3891,NaN,,,,,,,
ENSG00000284708.1,chr1,11623557,11643416,19859,1.29,1,0.45,1,1,1,2,2
ENSG00000116661.11,chr1,11637017,11655785,18768,8.19,8,5.03,1,6,8,8,24
ENSG00000132879.14,chr1,11654374,11663327,8953,27.15,26,12.44,1,21,26,42,56
ENSG00000116663.11,chr1,11664199,11674354,10155,32.52,29,11.26,1,25,29,36,79
ENSG00000116670.15,chr1,11674479,11691650,17171,61.65,70,23.19,1,53.75,70,71,99
ENSG00000162490.7,chr1,11691709,11725857,34148,1.53,1,0.83,1,1,1,2,5
ENSG00000177674.16,chr1,11736083,11754802,18719,176.31,197,96.84,1,191,197,217,357
ENSG00000215910.7,chr1,11761786,11789585,27799,27.57,29,11.35,1,21,29,35,56
ENSG00000177553.6,chr1,11777076,11779619,2543,NaN,,,,,,,
ENSG00000177000.13,chr1,11785722,11806455,20733,29.76,31,9.61,1,23,31,35,62
ENSG00000011021.23,chr1,11806095,11848079,41984,9.41,7,4.38,1,7,7,11,27
ENSG00000276470.1,chr1,11843811,11843984,173,NaN,,,,,,,
ENSG00000278852.1,chr1,11845548,11845697,149,NaN,,,,,,,
ENSG00000175206.10,chr1,11845708,11848345,2637,NaN,,,,,,,
ENSG00000275915.1,chr1,11847441,11847549,108,NaN,,,,,,,
ENSG00000120937.9,chr1,11857463,11858945,1482,NaN,,,,,,,
ENSG00000224904.1,chr1,11877769,11880406,2637,NaN,,,,,,,
ENSG00000285646.2,chr1,11907939,11914298,6359,NaN,,,,,,,
ENSG00000199347.1,chr1,11908151,11908271,120,NaN,,,,,,,
ENSG00000201801.1,chr1,11909807,11909927,120,NaN,,,,,,,
ENSG00000116685.16,chr1,11919590,11926428,6838,NaN,,,,,,,
ENSG00000083444.17,chr1,11934204,11975538,41334,NaN,,,,,,,
ENSG00000287384.1,chr1,11979532,11980127,595,NaN,,,,,,,
ENSG00000116688.18,chr1,11980180,12015211,35031,NaN,,,,,,,
ENSG00000270914.1,chr1,12017215,12017308,93,NaN,,,,,,,
ENSG00000116691.11,chr1,12019465,12032045,12580,NaN,,,,,,,
ENSG00000202461.1,chr1,12024011,12024124,113,NaN,,,,,,,
ENSG00000276869.1,chr1,12029157,12029222,65,NaN,,,,,,,
ENSG00000243539.3,chr1,12036739,12037014,275,NaN,,,,,,,
ENSG00000120949.15,chr1,12063302,12144207,80905,NaN,,,,,,,
ENSG00000201135.1,chr1,12077880,12077984,104,NaN,,,,,,,
ENSG00000227875.2,chr1,12080292,12080547,255,NaN,,,,,,,
ENSG00000285604.1,chr1,12088440,12092264,3824,NaN,,,,,,,
ENSG00000283789.1,chr1,12166942,12167038,96,NaN,,,,,,,
ENSG00000028137.19,chr1,12166990,12209228,42238,NaN,,,,,,,
ENSG00000263676.1,chr1,12191712,12191773,61,NaN,,,,,,,
ENSG00000225196.2,chr1,12220793,12221109,316,NaN,,,,,,,
ENSG00000252969.1,chr1,12221147,12221271,124,NaN,,,,,,,
ENSG00000048707.15,chr1,12230029,12512047,282018,53.97,54,1.08,51,54,54,54,62
ENSG00000239149.1,chr1,12507245,12507397,152,NaN,,,,,,,
ENSG00000229484.1,chr1,12527723,12528420,697,NaN,,,,,,,
ENSG00000162496.9,chr1,12567909,12618210,50301,NaN,,,,,,,
ENSG00000221340.1,chr1,12569971,12570072,101,NaN,,,,,,,
ENSG00000276830.1,chr1,12578956,12579023,67,NaN,,,,,,,
ENSG00000272482.1,chr1,12618899,12619244,345,NaN,,,,,,,
ENSG00000204518.2,chr1,12644546,12667086,22540,NaN,,,,,,,
ENSG00000226166.2,chr1,12692908,12693020,112,NaN,,,,,,,
ENSG00000188984.12,chr1,12716109,12728760,12651,NaN,,,,,,,
ENSG00000157330.10,chr1,12746199,12763699,17500,NaN,,,,,,,
ENSG00000116726.5,chr1,12773737,12777906,4169,NaN,,,,,,,
ENSG00000116721.9,chr1,12791396,12796628,5232,NaN,,,,,,,
ENSG00000228338.1,chr1,12822685,12823159,474,NaN,,,,,,,
ENSG00000239810.3,chr1,12824604,12831410,6806,NaN,,,,,,,
ENSG00000231103.2,chr1,12838124,12841357,3233,NaN,,,,,,,
ENSG00000179172.10,chr1,12847376,12848720,1344,NaN,,,,,,,
ENSG00000120952.4,chr1,12857085,12861909,4824,NaN,,,,,,,
ENSG00000243073.4,chr1,12879211,12886201,6990,NaN,,,,,,,
ENSG00000187545.5,chr1,12892895,12898270,5375,NaN,,,,,,,
ENSG00000204510.5,chr1,12916609,12920482,3873,NaN,,,,,,,
ENSG00000207434.1,chr1,12922553,12922660,107,NaN,,,,,,,
ENSG00000234064.1,chr1,12926161,12928253,2092,NaN,,,,,,,
ENSG00000232423.6,chr1,12938471,12947580,9109,NaN,,,,,,,
ENSG00000274178.2,chr1,13029338,13032130,2792,NaN,,,,,,,
ENSG00000274764.5,chr1,13049475,13056491,7016,NaN,,,,,,,
ENSG00000277058.2,chr1,13060868,13062229,1361,NaN,,,,,,,
ENSG00000229571.7,chr1,13068676,13077884,9208,NaN,,,,,,,
ENSG00000277862.1,chr1,13095178,13097971,2793,NaN,,,,,,,
ENSG00000236179.1,chr1,13104402,13105689,1287,NaN,,,,,,,
ENSG00000275774.3,chr1,13115487,13116854,1367,NaN,,,,,,,
ENSG00000229978.1,chr1,13128817,13131615,2798,NaN,,,,,,,
ENSG00000233336.1,chr1,13146980,13147460,480,NaN,,,,,,,
ENSG00000280267.4,chr1,13148904,13155961,7057,NaN,,,,,,,
ENSG00000179412.11,chr1,13163913,13165631,1718,1,1,0,1,1,1,1,1
ENSG00000204505.4,chr1,13172454,13179464,7010,NaN,,,,,,,
ENSG00000279169.3,chr1,13196187,13201409,5222,NaN,,,,,,,
ENSG00000279804.2,chr1,13222704,13226106,3402,NaN,,,,,,,
ENSG00000250894.1,chr1,13245862,13248652,2790,NaN,,,,,,,
ENSG00000270601.4,chr1,13254211,13263314,9103,NaN,,,,,,,
ENSG00000231219.1,chr1,13273538,13275627,2089,NaN,,,,,,,
ENSG00000207511.1,chr1,13279124,13279231,107,NaN,,,,,,,
ENSG00000182330.10,chr1,13281034,13285174,4140,NaN,,,,,,,
ENSG00000237700.2,chr1,13303538,13308907,5369,NaN,,,,,,,
ENSG00000204501.7,chr1,13315580,13322598,7018,NaN,,,,,,,
ENSG00000228229.2,chr1,13324038,13324518,480,NaN,,,,,,,
ENSG00000204481.8,chr1,13341891,13347134,5243,NaN,,,,,,,
ENSG00000204480.8,chr1,13369066,13371900,2834,NaN,,,,,,,
ENSG00000204479.4,chr1,13389631,13392629,2998,NaN,,,,,,,
ENSG00000204478.9,chr1,13410449,13421328,10879,NaN,,,,,,,
ENSG00000162494.6,chr1,13474972,13514003,39031,NaN,,,,,,,
ENSG00000259961.1,chr1,13513219,13516270,3051,NaN,,,,,,,
ENSG00000215909.3,chr1,13555000,13555694,694,NaN,,,,,,,
ENSG00000162493.16,chr1,13583464,13617957,34493,NaN,,,,,,,
ENSG00000222952.1,chr1,13623183,13623284,101,NaN,,,,,,,
ENSG00000237445.2,chr1,13657310,13659910,2600,1,1,,1,1,1,1,1
ENSG00000253085.1,chr1,13696069,13696199,130,NaN,,,,,,,
ENSG00000116731.22,chr1,13700197,13825079,124882,NaN,,,,,,,
ENSG00000189337.17,chr1,13892791,15118043,1225252,NaN,,,,,,,
ENSG00000252151.1,chr1,14124232,14124335,103,NaN,,,,,,,
ENSG00000231606.2,chr1,14221886,14304445,82559,NaN,,,,,,,
ENSG00000234593.3,chr1,14338824,14419973,81149,NaN,,,,,,,
ENSG00000235829.1,chr1,14692128,14692613,485,NaN,,,,,,,
ENSG00000287756.1,chr1,14774468,14777727,3259,NaN,,,,,,,
ENSG00000175147.13,chr1,15111814,15153618,41804,NaN,,,,,,,
ENSG00000171729.14,chr1,15152531,15220478,67947,NaN,,,,,,,
ENSG00000204464.7,chr1,15164343,15171317,6974,NaN,,,,,,,
ENSG00000215720.4,chr1,15191827,15192845,1018,NaN,,,,,,,
ENSG00000278480.1,chr1,15226372,15227549,1177,NaN,,,,,,,
ENSG00000142621.19,chr1,15247271,15400283,153012,NaN,,,,,,,
ENSG00000233485.1,chr1,15326679,15343876,17197,NaN,,,,,,,
ENSG00000236045.1,chr1,15334165,15335464,1299,NaN,,,,,,,
ENSG00000228140.2,chr1,15402978,15409433,6455,NaN,,,,,,,
ENSG00000142634.13,chr1,15409887,15430339,20452,NaN,,,,,,,
ENSG00000162438.12,chr1,15438441,15449242,10801,NaN,,,,,,,
ENSG00000142615.8,chr1,15456727,15472091,15364,NaN,,,,,,,
ENSG00000215704.10,chr1,15465908,15491395,25487,NaN,,,,,,,
ENSG00000132906.18,chr1,15490831,15526534,35703,NaN,,,,,,,
ENSG00000116138.13,chr1,15526812,15592379,65567,16.78,17,3.04,5,15,17,18,24
ENSG00000251866.1,chr1,15542164,15542304,140,NaN,,,,,,,
ENSG00000272510.1,chr1,15565610,15565956,346,NaN,,,,,,,
ENSG00000116771.6,chr1,15571698,15585051,13353,NaN,,,,,,,
ENSG00000237301.1,chr1,15586135,15603626,17491,NaN,,,,,,,
ENSG00000235084.3,chr1,15604596,15605043,447,NaN,,,,,,,
ENSG00000252417.1,chr1,15608077,15608145,68,NaN,,,,,,,
ENSG00000236500.1,chr1,15614642,15614867,225,NaN,,,,,,,
ENSG00000197312.12,chr1,15617457,15669044,51587,NaN,,,,,,,
ENSG00000215695.1,chr1,15659868,15661722,1854,NaN,,,,,,,
ENSG00000271742.1,chr1,15682872,15683128,256,NaN,,,,,,,
ENSG00000116786.13,chr1,15684319,15734769,50450,NaN,,,,,,,
ENSG00000237938.5,chr1,15720311,15736896,16585,NaN,,,,,,,
ENSG00000162461.8,chr1,15736257,15741392,5135,NaN,,,,,,,
ENSG00000224459.1,chr1,15740050,15749896,9846,NaN,,,,,,,
ENSG00000162460.7,chr1,15742498,15747982,5484,NaN,,,,,,,
ENSG00000162458.13,chr1,15756606,15786594,29988,NaN,,,,,,,
ENSG00000224321.1,chr1,15792795,15793285,490,1.86,1,0.99,1,1,1,3,3
ENSG00000233954.6,chr1,15807168,15809348,2180,20.19,2,40.73,1,2,2,5,137
ENSG00000178715.8,chr1,15828231,15828669,438,12.41,5,14.6,1,3,5,17.75,41
ENSG00000179743.4,chr1,15834473,15848147,13674,3.54,1,7.56,1,1,1,2,68
ENSG00000065526.12,chr1,15836094,15940456,104362,53.56,56,20.69,1,53,56,62,164
ENSG00000270620.1,chr1,15917697,15917908,211,66.23,66,0.42,66,66,66,66,67
ENSG00000116809.12,chr1,15941868,15976132,34264,52.68,53,7.89,1,53,53,54,78
ENSG00000234607.2,chr1,15969631,15970194,563,53,53,0,53,53,53,53,53
ENSG00000231353.1,chr1,15988181,15988441,260,1,1,0,1,1,1,1,1
ENSG00000275503.1,chr1,15989139,15989375,236,1,1,0,1,1,1,1,1
ENSG00000224966.4,chr1,15989870,15994751,4881,1,1,0,1,1,1,1,1
ENSG00000183888.4,chr1,16004235,16008807,4572,1,1,0,1,1,1,1,1
ENSG00000233078.1,chr1,16006159,16006671,512,1,1,0,1,1,1,1,1
ENSG00000173641.17,chr1,16014027,16019594,5567,1,1,0,1,1,1,1,1
ENSG00000186510.12,chr1,16018874,16034050,15176,1.01,1,0.1,1,1,1,1,2
ENSG00000232456.1,chr1,16035177,16040029,4852,1,1,0,1,1,1,1,1
ENSG00000184908.18,chr1,16043735,16057308,13573,1,1,0,1,1,1,1,1
ENSG00000185519.9,chr1,16057768,16073651,15883,1,1,0,1,1,1,1,1
ENSG00000142627.13,chr1,16124336,16156069,31733,2.46,2,1.26,1,1,2,4,4
ENSG00000227959.1,chr1,16155210,16157329,2119,1,1,0,1,1,1,1,1
ENSG00000224621.1,chr1,16159265,16161883,2618,NaN,,,,,,,
ENSG00000234166.1,chr1,16197853,16198357,504,3.37,2,3.43,1,1,2,4,15
ENSG00000142632.17,chr1,16197853,16212652,14799,10.91,11,3.59,1,9,11,13,26
ENSG00000237276.8,chr1,16215908,16228027,12119,1.39,1,0.96,1,1,1,1,7
ENSG00000288398.1,chr1,16228673,16231335,2662,5.02,5,2.11,1,3,5,6,12
ENSG00000132881.12,chr1,16231691,16237183,5492,7.46,8,1.95,1,8,8,8,13
ENSG00000233929.1,chr1,16241212,16241398,186,1,1,0,1,1,1,1,1
ENSG00000037637.11,chr1,16246839,16352480,105641,29.26,29,5.85,1,29,29,31,68
ENSG00000055070.17,chr1,16352574,16398145,45571,77.5,111,54.73,1,1,111,111,218
ENSG00000226457.1,chr1,16369149,16369530,381,112.22,113,0.89,111,111,113,113,113
ENSG00000187144.11,chr1,16387116,16437424,50308,26.89,1,50.67,1,1,1,1,218
ENSG00000157191.20,chr1,16440720,16460078,19358,172.49,171,39.27,4,163,171,180,336
ENSG00000226029.1,chr1,16460947,16468481,7534,5.85,6,2.55,1,4,6,8,13
ENSG00000080947.15,chr1,16467435,16499257,31822,16.52,18,6.68,1,12,18,20,30
ENSG00000206652.1,chr1,16514121,16514285,164,14.48,16,1.83,12,12,16,16,16
ENSG00000261135.1,chr1,16514644,16515754,1110,12.85,12,1.07,12,12,12,14,16
ENSG00000285853.1,chr1,16515033,16521788,6755,12.49,12,2.6,12,12,12,12,32
ENSG00000224174.2,chr1,16520693,16521796,1103,14.36,12,5.95,12,12,12,12,32
ENSG00000233421.4,chr1,16533885,16536172,2287,12.7,12,0.89,12,12,12,13,15
ENSG00000277344.1,chr1,16534080,16534224,144,12,12,0,12,12,12,12,12
ENSG00000225710.1,chr1,16548650,16552531,3881,12,12,0,12,12,12,12,12
ENSG00000219481.10,chr1,16562318,16613562,51244,26.26,22,10.72,12,19,22,35,60
ENSG00000271732.1,chr1,16617390,16617729,339,13.56,13,0.89,13,13,13,15,15
ENSG00000215908.10,chr1,16618252,16657232,38980,46.78,55,31.1,1,4,55,72,114
ENSG00000283773.1,chr1,16642766,16643109,343,67.51,65,6.33,56,64,65,70,91
ENSG00000186301.8,chr1,16645621,16650289,4668,2.8,2,1.77,1,1,2,4,8
ENSG00000282143.1,chr1,16656878,16667524,10646,3.21,3,0.65,2,3,3,3,7
ENSG00000207513.1,chr1,16666784,16666948,164,3,3,0,3,3,3,3,3
ENSG00000280114.1,chr1,16681096,16688749,7653,5.05,3,4.65,3,3,3,5,36
ENSG00000236698.1,chr1,16685620,16686055,435,5.58,5,1.76,3,4,5,6,10
ENSG00000268869.6,chr1,16687338,16720157,32819,3.03,3,0.25,3,3,3,3,6
ENSG00000279151.1,chr1,16701545,16705594,4049,3,3,0,3,3,3,3,3
ENSG00000282740.1,chr1,16739937,16750589,10652,4.16,4,0.67,3,4,4,4,8
ENSG00000058453.17,chr1,16740272,16972964,232692,1.34,1,1.03,1,1,1,1,14
ENSG00000227684.2,chr1,16740279,16750968,10689,4.13,4,0.73,1,4,4,4,8
ENSG00000207389.1,chr1,16740515,16740679,164,4,4,0,4,4,4,4,4
ENSG00000186715.11,chr1,16754909,16770237,15328,1.53,1,1.42,1,1,1,1,14
ENSG00000223643.6,chr1,16851256,16853129,1873,1,1,0,1,1,1,1,1
ENSG00000230239.1,chr1,16855406,16859284,3878,1,1,0,1,1,1,1,1
ENSG00000263811.1,chr1,16858948,16859021,73,1,1,0,1,1,1,1,1
ENSG00000228549.4,chr1,16870944,16883659,12715,NaN,,,,,,,
ENSG00000277234.1,chr1,16873707,16873851,144,NaN,,,,,,,
ENSG00000238142.2,chr1,16887576,16889706,2130,NaN,,,,,,,
ENSG00000235241.1,chr1,16889094,16889602,508,NaN,,,,,,,
ENSG00000207005.1,chr1,16895979,16896143,164,NaN,,,,,,,
ENSG00000272426.1,chr1,16904338,16904776,438,NaN,,,,,,,
ENSG00000117122.14,chr1,16974501,16980632,6131,NaN,,,,,,,
ENSG00000286898.1,chr1,16976301,16977792,1491,NaN,,,,,,,
ENSG00000226526.1,chr1,16978925,17005091,26166,NaN,,,,,,,
ENSG00000159363.19,chr1,16985957,17011928,25971,NaN,,,,,,,
ENSG00000288636.1,chr1,17005067,17011757,6690,NaN,,,,,,,
ENSG00000117118.10,chr1,17018721,17054032,35311,NaN,,,,,,,
ENSG00000117115.13,chr1,17066760,17119451,52691,NaN,,,,,,,
ENSG00000204362.6,chr1,17189782,17197617,7835,NaN,,,,,,,
ENSG00000282843.1,chr1,17193231,17201733,8502,NaN,,,,,,,
ENSG00000142623.11,chr1,17205127,17246007,40880,NaN,,,,,,,
ENSG00000142619.4,chr1,17249097,17284233,35136,NaN,,,,,,,
ENSG00000266634.1,chr1,17277888,17277975,87,NaN,,,,,,,
ENSG00000159339.13,chr1,17308194,17364004,55810,NaN,,,,,,,
ENSG00000276747.1,chr1,17372195,17401699,29504,NaN,,,,,,,
ENSG00000227751.1,chr1,17406759,17407382,623,NaN,,,,,,,
ENSG00000179051.14,chr1,17406759,17439677,32918,NaN,,,,,,,
ENSG00000074964.17,chr1,17539697,17697874,158177,NaN,,,,,,,
ENSG00000236648.2,chr1,17717624,17749978,32354,NaN,,,,,,,
ENSG00000117148.8,chr1,17755332,17827063,71731,NaN,,,,,,,
ENSG00000284653.1,chr1,18015711,18045612,29901,NaN,,,,,,,
ENSG00000261781.1,chr1,18065656,18074412,8756,NaN,,,,,,,
ENSG00000117154.12,chr1,18107797,18378483,270686,NaN,,,,,,,
ENSG00000280222.1,chr1,18109388,18115861,6473,NaN,,,,,,,
ENSG00000230035.2,chr1,18166928,18179346,12418,NaN,,,,,,,
ENSG00000225387.1,chr1,18385828,18388514,2686,NaN,,,,,,,
ENSG00000179023.8,chr1,18480981,18486126,5145,NaN,,,,,,,
ENSG00000235282.3,chr1,18513117,18513383,266,NaN,,,,,,,
ENSG00000225478.2,chr1,18595413,18595636,223,NaN,,,,,,,
ENSG00000009709.12,chr1,18630845,18748866,118021,NaN,,,,,,,
ENSG00000179002.5,chr1,18839598,18859682,20084,NaN,,,,,,,
ENSG00000159423.17,chr1,18871429,18902724,31295,NaN,,,,,,,
ENSG00000265606.1,chr1,18883201,18883275,74,NaN,,,,,,,
ENSG00000221662.1,chr1,18897070,18897148,78,NaN,,,,,,,
ENSG00000169991.11,chr1,18904279,18956676,52397,NaN,,,,,,,
ENSG00000272084.1,chr1,19072109,19075511,3402,NaN,,,,,,,
ENSG00000127481.15,chr1,19074509,19210266,135757,48.62,48,2.4,45,47,48,50,54
ENSG00000230424.1,chr1,19210500,19240704,30204,NaN,,,,,,,
ENSG00000127463.15,chr1,19215659,19251527,35868,NaN,,,,,,,
ENSG00000053372.5,chr1,19251804,19260128,8324,NaN,,,,,,,
ENSG00000286064.1,chr1,19260520,19262307,1787,NaN,,,,,,,
ENSG00000211454.15,chr1,19265981,19274194,8213,NaN,,,,,,,
ENSG00000162482.5,chr1,19282572,19288770,6198,NaN,,,,,,,
ENSG00000270728.1,chr1,19297079,19297903,824,NaN,,,,,,,
ENSG00000053371.12,chr1,19303964,19312146,8182,60.01,63,5.21,48,53,63,63,81
ENSG00000200403.1,chr1,19305075,19305182,107,66,66,0,66,66,66,66,66
ENSG00000040487.13,chr1,19312325,19329300,16975,NaN,,,,,,,
ENSG00000077549.19,chr1,19338774,19485539,146765,NaN,,,,,,,
ENSG00000240490.3,chr1,19424383,19424671,288,NaN,,,,,,,
ENSG00000173436.15,chr1,19484402,19629821,145419,NaN,,,,,,,
ENSG00000201609.1,chr1,19510592,19510733,141,NaN,,,,,,,
ENSG00000235185.1,chr1,19591801,19596832,5031,NaN,,,,,,,
ENSG00000158747.15,chr1,19596978,19658456,61478,NaN,,,,,,,
ENSG00000270136.6,chr1,19597066,19656927,59861,NaN,,,,,,,
ENSG00000226396.1,chr1,19608113,19608568,455,NaN,,,,,,,
ENSG00000158748.4,chr1,19664874,19680966,16092,NaN,,,,,,,
ENSG00000162542.13,chr1,19682212,19799945,117733,NaN,,,,,,,
ENSG00000178828.7,chr1,19814028,19815283,1255,NaN,,,,,,,
ENSG00000235434.1,chr1,19814366,19819502,5136,NaN,,,,,,,
ENSG00000169914.6,chr1,19882394,19912945,30551,NaN,,,,,,,
ENSG00000188784.4,chr1,19920008,19923617,3609,NaN,,,,,,,
ENSG00000242688.3,chr1,19970968,19971269,301,NaN,,,,,,,
ENSG00000188257.11,chr1,19975430,19980416,4986,NaN,,,,,,,
ENSG00000127472.11,chr1,20028178,20091911,63733,NaN,,,,,,,
ENSG00000117215.15,chr1,20111938,20119566,7628,NaN,,,,,,,
ENSG00000158786.5,chr1,20139322,20150381,11059,NaN,,,,,,,
ENSG00000227066.2,chr1,20154170,20160568,6398,NaN,,,,,,,
ENSG00000187980.6,chr1,20161252,20177424,16172,NaN,,,,,,,
ENSG00000225986.1,chr1,20184241,20186486,2245,NaN,,,,,,,
ENSG00000162543.6,chr1,20186095,20196050,9955,NaN,,,,,,,
ENSG00000228105.2,chr1,20243094,20244664,1570,NaN,,,,,,,
ENSG00000284710.1,chr1,20272017,20275005,2988,NaN,,,,,,,
ENSG00000158816.15,chr1,20290918,20354894,63976,NaN,,,,,,,
ENSG00000226664.1,chr1,20294210,20323187,28977,NaN,,,,,,,
ENSG00000236963.7,chr1,20360578,20431234,70656,NaN,,,,,,,
ENSG00000226487.1,chr1,20412303,20413253,950,NaN,,,,,,,
ENSG00000284641.1,chr1,20476221,20478937,2716,NaN,,,,,,,
ENSG00000284743.1,chr1,20478778,20480397,1619,NaN,,,,,,,
ENSG00000162545.6,chr1,20482390,20486210,3820,NaN,,,,,,,
ENSG00000090432.7,chr1,20499447,20508151,8704,NaN,,,,,,,
ENSG00000215520.3,chr1,20525988,20526751,763,NaN,,,,,,,
ENSG00000183114.8,chr1,20552572,20555020,2448,NaN,,,,,,,
ENSG00000158825.6,chr1,20589085,20618903,29818,NaN,,,,,,,
ENSG00000158828.8,chr1,20633457,20651511,18054,NaN,,,,,,,
ENSG00000284005.1,chr1,20633678,20633788,110,NaN,,,,,,,
ENSG00000117242.7,chr1,20642656,20652193,9537,NaN,,,,,,,
ENSG00000244038.11,chr1,20651766,20661544,9778,279.72,297,44.07,2,276,297,298,339
ENSG00000117245.12,chr1,20664013,20718017,54004,1,1,0,1,1,1,1,1
ENSG00000235432.1,chr1,20692733,20694013,1280,NaN,,,,,,,
ENSG00000189410.12,chr1,20719730,20732837,13107,1,1,0,1,1,1,1,1
ENSG00000233069.1,chr1,20732879,20733952,1073,NaN,,,,,,,
ENSG00000127483.19,chr1,20740265,20787323,47058,172.67,163,58.1,1,136,163,229,309
ENSG00000075151.20,chr1,20806291,21176888,370597,38.88,36,7.58,2,35,36,45,71
ENSG00000251914.1,chr1,20841240,20841302,62,33,33,0,33,33,33,33,33
ENSG00000221808.1,chr1,20988313,20988432,119,26,26,0,26,26,26,26,26
ENSG00000233072.1,chr1,21003549,21003934,385,36.29,36,0.46,36,36,36,37,37
ENSG00000236073.2,chr1,21073638,21073753,115,48.59,49,0.49,48,48,49,49,49
ENSG00000235112.1,chr1,21161474,21162081,607,35,35,0,35,35,35,35,35
ENSG00000287192.1,chr1,21177053,21178164,1111,1,1,0,1,1,1,1,1
ENSG00000117298.16,chr1,21217246,21345572,128326,108.36,138,63.11,1,40,138,163,253
